meeting_key,session_key,driver_number,i1_speed,i2_speed,st_speed,date_start,lap_duration,is_pit_out_lap,duration_sector_1,duration_sector_2,duration_sector_3,segments_sector_1,segments_sector_2,segments_sector_3,lap_number
1246,9606,81,,266,288.0,2024-09-22T13:26:10.720000+00:00,97.269,False,28.733,41.511,27.025,"[None, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]",51
1246,9606,81,293.0,269,290.0,2024-09-22T13:27:47.987000+00:00,96.856,False,28.49,41.127,27.239,"[None, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]",52
1246,9606,81,291.0,267,291.0,2024-09-22T13:29:24.829000+00:00,97.406,False,28.883,41.362,27.161,"[None, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]",53
1246,9606,81,311.0,265,300.0,2024-09-22T13:31:02.122000+00:00,96.841,False,28.529,41.271,27.041,"[2051, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2049, 2049]",54
1246,9606,81,291.0,264,285.0,2024-09-22T13:32:39.072000+00:00,95.995,False,28.45,40.675,26.87,"[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2049, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]",55
1246,9606,81,287.0,265,286.0,2024-09-22T13:34:15.040000+00:00,96.355,False,28.525,40.943,26.887,"[None, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]",56
1246,9606,81,289.0,267,287.0,2024-09-22T13:35:51.404000+00:00,96.07,False,28.422,40.813,26.835,"[None, 2048, 2048, 2049, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2049]",57
1246,9606,81,291.0,265,285.0,2024-09-22T13:37:27.437000+00:00,96.056,False,28.442,40.719,26.895,"[None, 2048, 2048, 2048, 2049, 2049, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]",58
1246,9606,81,295.0,269,289.0,2024-09-22T13:39:03.594000+00:00,97.009,False,28.358,41.323,27.328,"[None, 2048, 2048, 2048, 2049, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2049, 2048, 2048, 2048]",59
1246,9606,81,293.0,276,295.0,2024-09-22T13:40:40.539000+00:00,97.191,False,28.458,41.515,27.218,"[None, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]",60
1246,9606,81,,265,286.0,2024-09-22T13:42:17.701000+00:00,97.407,False,28.68,41.455,27.272,"[None, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]",61
1246,9606,81,295.0,265,289.0,2024-09-22T13:43:55.129000+00:00,96.869,False,28.415,41.361,27.093,"[None, 2048, 2049, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[0, 0, 0, 0, 0, 0, 0, 0]",62
